home_team,away_team,home_goals,away_goals,result,season
Tottenham Hotspur,Norwich City,2,0,H,2013-2014
Everton,Chelsea,1,0,H,2013-2014
Southampton,West Ham United,0,0,D,2013-2014
Swansea City,Liverpool,2,2,D,2013-2014
Norwich City,Aston Villa,0,1,A,2013-2014
Liverpool,Southampton,0,1,A,2013-2014
Newcastle United,Hull City,2,3,A,2013-2014
West Bromwich Albion,Sunderland,3,0,H,2013-2014
West Ham United,Everton,2,3,A,2013-2014
Chelsea,Fulham,2,0,H,2013-2014
Arsenal,Stoke City,3,1,H,2013-2014
Crystal Palace,Swansea City,0,2,A,2013-2014
Cardiff City,Tottenham Hotspur,0,1,A,2013-2014
Manchester City,Manchester United,4,1,H,2013-2014
Tottenham Hotspur,Chelsea,1,1,D,2013-2014
Aston Villa,Manchester City,3,2,H,2013-2014
Fulham,Cardiff City,1,2,A,2013-2014
Hull City,West Ham United,1,0,H,2013-2014
Manchester United,West Bromwich Albion,1,2,A,2013-2014
Southampton,Crystal Palace,2,0,H,2013-2014
Swansea City,Arsenal,1,2,A,2013-2014
Stoke City,Norwich City,0,1,A,2013-2014
Sunderland,Liverpool,1,3,A,2013-2014
Everton,Newcastle United,3,2,H,2013-2014
Manchester City,Everton,3,1,H,2013-2014
Cardiff City,Newcastle United,1,2,A,2013-2014
Fulham,Stoke City,1,0,H,2013-2014
Hull City,Aston Villa,0,0,D,2013-2014
Liverpool,Crystal Palace,3,1,H,2013-2014
Sunderland,Manchester United,1,2,A,2013-2014
Norwich City,Chelsea,1,3,A,2013-2014
Southampton,Swansea City,2,0,H,2013-2014
Tottenham Hotspur,West Ham United,0,3,A,2013-2014
West Bromwich Albion,Arsenal,1,1,D,2013-2014
Newcastle United,Liverpool,2,2,D,2013-2014
Arsenal,Norwich City,4,1,H,2013-2014
Chelsea,Cardiff City,4,1,H,2013-2014
Everton,Hull City,2,1,H,2013-2014
Manchester United,Southampton,1,1,D,2013-2014
Stoke City,West Bromwich Albion,0,0,D,2013-2014
Swansea City,Sunderland,4,0,H,2013-2014
West Ham United,Manchester City,1,3,A,2013-2014
Aston Villa,Tottenham Hotspur,0,2,A,2013-2014
Crystal Palace,Fulham,1,4,A,2013-2014
Crystal Palace,Arsenal,0,2,A,2013-2014
Aston Villa,Everton,0,2,A,2013-2014
Liverpool,West Bromwich Albion,4,1,H,2013-2014
Manchester United,Stoke City,3,2,H,2013-2014
Norwich City,Cardiff City,0,0,D,2013-2014
Southampton,Fulham,2,0,H,2013-2014
Sunderland,Newcastle United,2,1,H,2013-2014
Chelsea,Manchester City,2,1,H,2013-2014
Swansea City,West Ham United,0,0,D,2013-2014
Tottenham Hotspur,Hull City,1,0,H,2013-2014
Newcastle United,Chelsea,2,0,H,2013-2014
Fulham,Manchester United,1,3,A,2013-2014
Hull City,Sunderland,1,0,H,2013-2014
Manchester City,Norwich City,7,0,H,2013-2014
Stoke City,Southampton,1,1,D,2013-2014
West Bromwich Albion,Crystal Palace,2,0,H,2013-2014
West Ham United,Aston Villa,0,0,D,2013-2014
Arsenal,Liverpool,2,0,H,2013-2014
Everton,Tottenham Hotspur,0,0,D,2013-2014
Cardiff City,Swansea City,1,0,H,2013-2014
Aston Villa,Cardiff City,2,0,H,2013-2014
Chelsea,West Bromwich Albion,2,2,D,2013-2014
Crystal Palace,Everton,0,0,D,2013-2014
Liverpool,Fulham,4,0,H,2013-2014
Southampton,Hull City,4,1,H,2013-2014
Norwich City,West Ham United,3,1,H,2013-2014
Tottenham Hotspur,Newcastle United,0,1,A,2013-2014
Sunderland,Manchester City,1,0,H,2013-2014
Manchester United,Arsenal,1,0,H,2013-2014
Swansea City,Stoke City,3,3,D,2013-2014
Everton,Liverpool,3,3,D,2013-2014
Arsenal,Southampton,2,0,H,2013-2014
Fulham,Swansea City,1,2,A,2013-2014
Hull City,Crystal Palace,0,1,A,2013-2014
Newcastle United,Norwich City,2,1,H,2013-2014
Stoke City,Sunderland,2,0,H,2013-2014
West Ham United,Chelsea,0,3,A,2013-2014
Manchester City,Tottenham Hotspur,6,0,H,2013-2014
Cardiff City,Manchester United,2,2,D,2013-2014
West Bromwich Albion,Aston Villa,2,2,D,2013-2014
Aston Villa,Sunderland,0,0,D,2013-2014
Cardiff City,Arsenal,0,3,A,2013-2014
Everton,Stoke City,4,0,H,2013-2014
Norwich City,Crystal Palace,1,0,H,2013-2014
West Ham United,Fulham,3,0,H,2013-2014
Newcastle United,West Bromwich Albion,2,1,H,2013-2014
Tottenham Hotspur,Manchester United,2,2,D,2013-2014
Hull City,Liverpool,3,1,H,2013-2014
Chelsea,Southampton,3,1,H,2013-2014
Manchester City,Swansea City,3,0,H,2013-2014
Crystal Palace,West Ham United,1,0,H,2013-2014
Arsenal,Hull City,2,0,H,2013-2014
Liverpool,Norwich City,5,1,H,2013-2014
Manchester United,Everton,0,1,A,2013-2014
Southampton,Aston Villa,2,3,A,2013-2014
Stoke City,Cardiff City,0,0,D,2013-2014
Sunderland,Chelsea,3,4,A,2013-2014
Swansea City,Newcastle United,3,0,H,2013-2014
Fulham,Tottenham Hotspur,1,2,A,2013-2014
West Bromwich Albion,Manchester City,2,3,A,2013-2014
Manchester United,Newcastle United,0,1,A,2013-2014
Crystal Palace,Cardiff City,2,0,H,2013-2014
Liverpool,West Ham United,4,1,H,2013-2014
Southampton,Manchester City,1,1,D,2013-2014
Stoke City,Chelsea,3,2,H,2013-2014
West Bromwich Albion,Norwich City,0,2,A,2013-2014
Sunderland,Tottenham Hotspur,1,2,A,2013-2014
Fulham,Aston Villa,2,0,H,2013-2014
Arsenal,Everton,1,1,D,2013-2014
Swansea City,Hull City,1,1,D,2013-2014
Manchester City,Arsenal,6,3,H,2013-2014
Cardiff City,West Bromwich Albion,1,0,H,2013-2014
Chelsea,Crystal Palace,2,1,H,2013-2014
Everton,Fulham,4,1,H,2013-2014
Newcastle United,Southampton,1,1,D,2013-2014
West Ham United,Sunderland,0,0,D,2013-2014
Hull City,Stoke City,0,0,D,2013-2014
Aston Villa,Manchester United,0,3,A,2013-2014
Norwich City,Swansea City,1,1,D,2013-2014
Tottenham Hotspur,Liverpool,0,5,A,2013-2014
Liverpool,Cardiff City,3,1,H,2013-2014
Crystal Palace,Newcastle United,0,3,A,2013-2014
Fulham,Manchester City,2,4,A,2013-2014
Manchester United,West Ham United,3,1,H,2013-2014
Stoke City,Aston Villa,2,1,H,2013-2014
Sunderland,Norwich City,0,0,D,2013-2014
West Bromwich Albion,Hull City,1,1,D,2013-2014
Southampton,Tottenham Hotspur,2,3,A,2013-2014
Swansea City,Everton,1,2,A,2013-2014
Arsenal,Chelsea,0,0,D,2013-2014
Hull City,Manchester United,2,3,A,2013-2014
Aston Villa,Crystal Palace,0,1,A,2013-2014
Cardiff City,Southampton,0,3,A,2013-2014
Chelsea,Swansea City,1,0,H,2013-2014
Everton,Sunderland,0,1,A,2013-2014
Newcastle United,Stoke City,5,1,H,2013-2014
Norwich City,Fulham,1,2,A,2013-2014
Tottenham Hotspur,West Bromwich Albion,1,1,D,2013-2014
West Ham United,Arsenal,1,3,A,2013-2014
Manchester City,Liverpool,2,1,H,2013-2014
West Ham United,West Bromwich Albion,3,3,D,2013-2014
Aston Villa,Swansea City,1,1,D,2013-2014
Hull City,Fulham,6,0,H,2013-2014
Manchester City,Crystal Palace,1,0,H,2013-2014
Norwich City,Manchester United,0,1,A,2013-2014
Cardiff City,Sunderland,2,2,D,2013-2014
Everton,Southampton,2,1,H,2013-2014
Newcastle United,Arsenal,0,1,A,2013-2014
Chelsea,Liverpool,2,1,H,2013-2014
Tottenham Hotspur,Stoke City,3,0,H,2013-2014
Swansea City,Manchester City,2,3,A,2013-2014
Arsenal,Cardiff City,2,0,H,2013-2014
Crystal Palace,Norwich City,1,1,D,2013-2014
Fulham,West Ham United,2,1,H,2013-2014
Liverpool,Hull City,2,0,H,2013-2014
Southampton,Chelsea,0,3,A,2013-2014
Stoke City,Everton,1,1,D,2013-2014
Sunderland,Aston Villa,0,1,A,2013-2014
West Bromwich Albion,Newcastle United,1,0,H,2013-2014
Manchester United,Tottenham Hotspur,1,2,A,2013-2014
Hull City,Chelsea,0,2,A,2013-2014
Cardiff City,West Ham United,0,2,A,2013-2014
Everton,Norwich City,2,0,H,2013-2014
Fulham,Sunderland,1,4,A,2013-2014
Southampton,West Bromwich Albion,1,0,H,2013-2014
Tottenham Hotspur,Crystal Palace,2,0,H,2013-2014
Manchester United,Swansea City,2,0,H,2013-2014
Newcastle United,Manchester City,0,2,A,2013-2014
Stoke City,Liverpool,3,5,A,2013-2014
Aston Villa,Arsenal,1,2,A,2013-2014
Sunderland,Southampton,2,2,D,2013-2014
Arsenal,Fulham,2,0,H,2013-2014
Crystal Palace,Stoke City,1,0,H,2013-2014
Manchester City,Cardiff City,4,2,H,2013-2014
Norwich City,Hull City,1,0,H,2013-2014
West Ham United,Newcastle United,1,3,A,2013-2014
Liverpool,Aston Villa,2,2,D,2013-2014
Swansea City,Tottenham Hotspur,1,3,A,2013-2014
Chelsea,Manchester United,3,1,H,2013-2014
West Bromwich Albion,Everton,1,1,D,2013-2014
Manchester United,Cardiff City,2,0,H,2013-2014
Norwich City,Newcastle United,0,0,D,2013-2014
Southampton,Arsenal,2,2,D,2013-2014
Swansea City,Fulham,2,0,H,2013-2014
Crystal Palace,Hull City,1,0,H,2013-2014
Liverpool,Everton,4,0,H,2013-2014
Aston Villa,West Bromwich Albion,4,3,H,2013-2014
Chelsea,West Ham United,0,0,D,2013-2014
Sunderland,Stoke City,1,0,H,2013-2014
Tottenham Hotspur,Manchester City,1,5,A,2013-2014
Newcastle United,Sunderland,0,3,A,2013-2014
West Ham United,Swansea City,2,0,H,2013-2014
Cardiff City,Norwich City,2,1,H,2013-2014
Everton,Aston Villa,2,1,H,2013-2014
Fulham,Southampton,0,3,A,2013-2014
Hull City,Tottenham Hotspur,1,1,D,2013-2014
Stoke City,Manchester United,2,1,H,2013-2014
West Bromwich Albion,Liverpool,1,1,D,2013-2014
Arsenal,Crystal Palace,2,0,H,2013-2014
Manchester City,Chelsea,0,1,A,2013-2014
Liverpool,Arsenal,5,1,H,2013-2014
Aston Villa,West Ham United,0,2,A,2013-2014
Chelsea,Newcastle United,3,0,H,2013-2014
Crystal Palace,West Bromwich Albion,3,1,H,2013-2014
Norwich City,Manchester City,0,0,D,2013-2014
Southampton,Stoke City,2,2,D,2013-2014
Sunderland,Hull City,0,2,A,2013-2014
Swansea City,Cardiff City,3,0,H,2013-2014
Tottenham Hotspur,Everton,1,0,H,2013-2014
Manchester United,Fulham,2,2,D,2013-2014
Cardiff City,Aston Villa,0,0,D,2013-2014
Hull City,Southampton,0,1,A,2013-2014
West Ham United,Norwich City,2,0,H,2013-2014
West Bromwich Albion,Chelsea,1,1,D,2013-2014
Arsenal,Manchester United,0,0,D,2013-2014
Newcastle United,Tottenham Hotspur,0,4,A,2013-2014
Stoke City,Swansea City,1,1,D,2013-2014
Fulham,Liverpool,2,3,A,2013-2014
Chelsea,Everton,1,0,H,2013-2014
Arsenal,Sunderland,4,1,H,2013-2014
Cardiff City,Hull City,0,4,A,2013-2014
Manchester City,Stoke City,1,0,H,2013-2014
West Bromwich Albion,Fulham,1,1,D,2013-2014
West Ham United,Southampton,3,1,H,2013-2014
Crystal Palace,Manchester United,0,2,A,2013-2014
Liverpool,Swansea City,4,3,H,2013-2014
Newcastle United,Aston Villa,1,0,H,2013-2014
Norwich City,Tottenham Hotspur,1,0,H,2013-2014
Everton,West Ham United,1,0,H,2013-2014
Fulham,Chelsea,1,3,A,2013-2014
Hull City,Newcastle United,1,4,A,2013-2014
Stoke City,Arsenal,1,0,H,2013-2014
Southampton,Liverpool,0,3,A,2013-2014
Aston Villa,Norwich City,4,1,H,2013-2014
Swansea City,Crystal Palace,1,1,D,2013-2014
Tottenham Hotspur,Cardiff City,1,0,H,2013-2014
West Bromwich Albion,Manchester United,0,3,A,2013-2014
Cardiff City,Fulham,3,1,H,2013-2014
Crystal Palace,Southampton,0,1,A,2013-2014
Norwich City,Stoke City,1,1,D,2013-2014
Chelsea,Tottenham Hotspur,4,0,H,2013-2014
Hull City,Manchester City,0,2,A,2013-2014
Everton,Cardiff City,2,1,H,2013-2014
Fulham,Newcastle United,1,0,H,2013-2014
Southampton,Norwich City,4,2,H,2013-2014
Stoke City,West Ham United,3,1,H,2013-2014
Sunderland,Crystal Palace,0,0,D,2013-2014
Swansea City,West Bromwich Albion,1,2,A,2013-2014
Aston Villa,Chelsea,1,0,H,2013-2014
Manchester United,Liverpool,0,3,A,2013-2014
Tottenham Hotspur,Arsenal,0,1,A,2013-2014
Chelsea,Arsenal,6,0,H,2013-2014
Cardiff City,Liverpool,3,6,A,2013-2014
Everton,Swansea City,3,2,H,2013-2014
Hull City,West Bromwich Albion,2,0,H,2013-2014
Manchester City,Fulham,5,0,H,2013-2014
Newcastle United,Crystal Palace,1,0,H,2013-2014
Norwich City,Sunderland,2,0,H,2013-2014
West Ham United,Manchester United,0,2,A,2013-2014
Tottenham Hotspur,Southampton,3,2,H,2013-2014
Aston Villa,Stoke City,1,4,A,2013-2014
Arsenal,Swansea City,2,2,D,2013-2014
Manchester United,Manchester City,0,3,A,2013-2014
Newcastle United,Everton,0,3,A,2013-2014
West Ham United,Hull City,2,1,H,2013-2014
Liverpool,Sunderland,2,1,H,2013-2014
Manchester United,Aston Villa,4,1,H,2013-2014
Crystal Palace,Chelsea,1,0,H,2013-2014
Southampton,Newcastle United,4,0,H,2013-2014
Stoke City,Hull City,1,0,H,2013-2014
Swansea City,Norwich City,3,0,H,2013-2014
West Bromwich Albion,Cardiff City,3,3,D,2013-2014
Arsenal,Manchester City,1,1,D,2013-2014
Fulham,Everton,1,3,A,2013-2014
Liverpool,Tottenham Hotspur,4,0,H,2013-2014
Sunderland,West Ham United,1,2,A,2013-2014
Manchester City,Southampton,4,1,H,2013-2014
Aston Villa,Fulham,1,2,A,2013-2014
Cardiff City,Crystal Palace,0,3,A,2013-2014
Hull City,Swansea City,1,0,H,2013-2014
Newcastle United,Manchester United,0,4,A,2013-2014
Norwich City,West Bromwich Albion,0,1,A,2013-2014
Chelsea,Stoke City,3,0,H,2013-2014
Everton,Arsenal,3,0,H,2013-2014
West Ham United,Liverpool,1,2,A,2013-2014
Tottenham Hotspur,Sunderland,5,1,H,2013-2014
Crystal Palace,Aston Villa,1,0,H,2013-2014
Fulham,Norwich City,1,0,H,2013-2014
Southampton,Cardiff City,0,1,A,2013-2014
Stoke City,Newcastle United,1,0,H,2013-2014
Sunderland,Everton,0,1,A,2013-2014
West Bromwich Albion,Tottenham Hotspur,3,3,D,2013-2014
Liverpool,Manchester City,3,2,H,2013-2014
Swansea City,Chelsea,0,1,A,2013-2014
Arsenal,West Ham United,3,1,H,2013-2014
Everton,Crystal Palace,2,3,A,2013-2014
Manchester City,Sunderland,2,2,D,2013-2014
Tottenham Hotspur,Fulham,3,1,H,2013-2014
Aston Villa,Southampton,0,0,D,2013-2014
Cardiff City,Stoke City,1,1,D,2013-2014
Newcastle United,Swansea City,1,2,A,2013-2014
West Ham United,Crystal Palace,0,1,A,2013-2014
Chelsea,Sunderland,1,2,A,2013-2014
Norwich City,Liverpool,2,3,A,2013-2014
Hull City,Arsenal,0,3,A,2013-2014
Everton,Manchester United,2,0,H,2013-2014
Manchester City,West Bromwich Albion,3,1,H,2013-2014
Southampton,Everton,2,0,H,2013-2014
Fulham,Hull City,2,2,D,2013-2014
Stoke City,Tottenham Hotspur,0,1,A,2013-2014
Swansea City,Aston Villa,4,1,H,2013-2014
West Bromwich Albion,West Ham United,1,0,H,2013-2014
Manchester United,Norwich City,4,0,H,2013-2014
Sunderland,Cardiff City,4,0,H,2013-2014
Liverpool,Chelsea,0,2,A,2013-2014
Crystal Palace,Manchester City,0,2,A,2013-2014
Arsenal,Newcastle United,3,0,H,2013-2014
West Ham United,Tottenham Hotspur,2,0,H,2013-2014
Aston Villa,Hull City,3,1,H,2013-2014
Manchester United,Sunderland,0,1,A,2013-2014
Newcastle United,Cardiff City,3,0,H,2013-2014
Stoke City,Fulham,4,1,H,2013-2014
Swansea City,Southampton,0,1,A,2013-2014
Everton,Manchester City,2,3,A,2013-2014
Arsenal,West Bromwich Albion,1,0,H,2013-2014
Chelsea,Norwich City,0,0,D,2013-2014
Crystal Palace,Liverpool,3,3,D,2013-2014
Manchester United,Hull City,3,1,H,2013-2014
Manchester City,Aston Villa,4,0,H,2013-2014
Sunderland,West Bromwich Albion,2,0,H,2013-2014
Cardiff City,Chelsea,1,2,A,2013-2014
Fulham,Crystal Palace,2,2,D,2013-2014
Hull City,Everton,0,2,A,2013-2014
Liverpool,Newcastle United,2,1,H,2013-2014
Manchester City,West Ham United,2,0,H,2013-2014
Norwich City,Arsenal,0,2,A,2013-2014
Southampton,Manchester United,1,1,D,2013-2014
Sunderland,Swansea City,1,3,A,2013-2014
Tottenham Hotspur,Aston Villa,3,0,H,2013-2014
West Bromwich Albion,Stoke City,1,2,A,2013-2014
Manchester United,Swansea City,1,2,A,2014-2015
Leicester City,Everton,2,2,D,2014-2015
Queens Park Rangers,Hull City,0,1,A,2014-2015
Stoke City,Aston Villa,0,1,A,2014-2015
West Bromwich Albion,Sunderland,2,2,D,2014-2015
West Ham United,Tottenham Hotspur,0,1,A,2014-2015
Arsenal,Crystal Palace,2,1,H,2014-2015
Liverpool,Southampton,2,1,H,2014-2015
Newcastle United,Manchester City,0,2,A,2014-2015
Burnley,Chelsea,1,3,A,2014-2015
Aston Villa,Newcastle United,0,0,D,2014-2015
Chelsea,Leicester City,2,0,H,2014-2015
Crystal Palace,West Ham United,1,3,A,2014-2015
Southampton,West Bromwich Albion,0,0,D,2014-2015
Swansea City,Burnley,1,0,H,2014-2015
Everton,Arsenal,2,2,D,2014-2015
Hull City,Stoke City,1,1,D,2014-2015
Tottenham Hotspur,Queens Park Rangers,4,0,H,2014-2015
Sunderland,Manchester United,1,1,D,2014-2015
Manchester City,Liverpool,3,1,H,2014-2015
Burnley,Manchester United,0,0,D,2014-2015
Manchester City,Stoke City,0,1,A,2014-2015
Newcastle United,Crystal Palace,3,3,D,2014-2015
Queens Park Rangers,Sunderland,1,0,H,2014-2015
Swansea City,West Bromwich Albion,3,0,H,2014-2015
West Ham United,Southampton,1,3,A,2014-2015
Everton,Chelsea,3,6,A,2014-2015
Aston Villa,Hull City,2,1,H,2014-2015
Tottenham Hotspur,Liverpool,0,3,A,2014-2015
Leicester City,Arsenal,1,1,D,2014-2015
Arsenal,Manchester City,2,2,D,2014-2015
Chelsea,Swansea City,4,2,H,2014-2015
Crystal Palace,Burnley,0,0,D,2014-2015
Southampton,Newcastle United,4,0,H,2014-2015
Stoke City,Leicester City,0,1,A,2014-2015
Sunderland,Tottenham Hotspur,2,2,D,2014-2015
West Bromwich Albion,Everton,0,2,A,2014-2015
Liverpool,Aston Villa,0,1,A,2014-2015
Manchester United,Queens Park Rangers,4,0,H,2014-2015
Hull City,West Ham United,2,2,D,2014-2015
Queens Park Rangers,Stoke City,2,2,D,2014-2015
Aston Villa,Arsenal,0,3,A,2014-2015
Burnley,Sunderland,0,0,D,2014-2015
Newcastle United,Hull City,2,2,D,2014-2015
Swansea City,Southampton,0,1,A,2014-2015
West Ham United,Liverpool,3,1,H,2014-2015
Leicester City,Manchester United,5,3,H,2014-2015
Tottenham Hotspur,West Bromwich Albion,0,1,A,2014-2015
Everton,Crystal Palace,2,3,A,2014-2015
Manchester City,Chelsea,1,1,D,2014-2015
Liverpool,Everton,1,1,D,2014-2015
Chelsea,Aston Villa,3,0,H,2014-2015
Crystal Palace,Leicester City,2,0,H,2014-2015
Hull City,Manchester City,2,4,A,2014-2015
Manchester United,West Ham United,2,1,H,2014-2015
Southampton,Queens Park Rangers,2,1,H,2014-2015
Sunderland,Swansea City,0,0,D,2014-2015
Arsenal,Tottenham Hotspur,1,1,D,2014-2015
West Bromwich Albion,Burnley,4,0,H,2014-2015
Stoke City,Newcastle United,1,0,H,2014-2015
Hull City,Crystal Palace,2,0,H,2014-2015
Leicester City,Burnley,2,2,D,2014-2015
Liverpool,West Bromwich Albion,2,1,H,2014-2015
Sunderland,Stoke City,3,1,H,2014-2015
Swansea City,Newcastle United,2,2,D,2014-2015
Aston Villa,Manchester City,0,2,A,2014-2015
Manchester United,Everton,2,1,H,2014-2015
Chelsea,Arsenal,2,0,H,2014-2015
Tottenham Hotspur,Southampton,1,0,H,2014-2015
West Ham United,Queens Park Rangers,2,0,H,2014-2015
Manchester City,Tottenham Hotspur,4,1,H,2014-2015
Arsenal,Hull City,2,2,D,2014-2015
Burnley,West Ham United,1,3,A,2014-2015
Crystal Palace,Chelsea,1,2,A,2014-2015
Everton,Aston Villa,3,0,H,2014-2015
Newcastle United,Leicester City,1,0,H,2014-2015
Southampton,Sunderland,8,0,H,2014-2015
Queens Park Rangers,Liverpool,2,3,A,2014-2015
Stoke City,Swansea City,2,1,H,2014-2015
West Bromwich Albion,Manchester United,2,2,D,2014-2015
West Ham United,Manchester City,2,1,H,2014-2015
Liverpool,Hull City,0,0,D,2014-2015
Southampton,Stoke City,1,0,H,2014-2015
Sunderland,Arsenal,0,2,A,2014-2015
West Bromwich Albion,Crystal Palace,2,2,D,2014-2015
Swansea City,Leicester City,2,0,H,2014-2015
Burnley,Everton,1,3,A,2014-2015
Tottenham Hotspur,Newcastle United,1,2,A,2014-2015
Manchester United,Chelsea,1,1,D,2014-2015
Queens Park Rangers,Aston Villa,2,0,H,2014-2015
Newcastle United,Liverpool,1,0,H,2014-2015
Arsenal,Burnley,3,0,H,2014-2015
Chelsea,Queens Park Rangers,2,1,H,2014-2015
Everton,Swansea City,0,0,D,2014-2015
Hull City,Southampton,0,1,A,2014-2015
Leicester City,West Bromwich Albion,0,1,A,2014-2015
Stoke City,West Ham United,2,2,D,2014-2015
Manchester City,Manchester United,1,0,H,2014-2015
Aston Villa,Tottenham Hotspur,1,2,A,2014-2015
Crystal Palace,Sunderland,1,3,A,2014-2015
Liverpool,Chelsea,1,2,A,2014-2015
Burnley,Hull City,1,0,H,2014-2015
Manchester United,Crystal Palace,1,0,H,2014-2015
Southampton,Leicester City,2,0,H,2014-2015
West Ham United,Aston Villa,0,0,D,2014-2015
Queens Park Rangers,Manchester City,2,2,D,2014-2015
Sunderland,Everton,1,1,D,2014-2015
Tottenham Hotspur,Stoke City,1,2,A,2014-2015
West Bromwich Albion,Newcastle United,0,2,A,2014-2015
Swansea City,Arsenal,2,1,H,2014-2015
Chelsea,West Bromwich Albion,2,0,H,2014-2015
Everton,West Ham United,2,1,H,2014-2015
Leicester City,Sunderland,0,0,D,2014-2015
Manchester City,Swansea City,2,1,H,2014-2015
Newcastle United,Queens Park Rangers,1,0,H,2014-2015
Stoke City,Burnley,1,2,A,2014-2015
Arsenal,Manchester United,1,2,A,2014-2015
Crystal Palace,Liverpool,3,1,H,2014-2015
Hull City,Tottenham Hotspur,1,2,A,2014-2015
Aston Villa,Southampton,1,1,D,2014-2015
West Bromwich Albion,Arsenal,0,1,A,2014-2015
Burnley,Aston Villa,1,1,D,2014-2015
Liverpool,Stoke City,1,0,H,2014-2015
Manchester United,Hull City,3,0,H,2014-2015
Queens Park Rangers,Leicester City,3,2,H,2014-2015
Swansea City,Crystal Palace,1,1,D,2014-2015
West Ham United,Newcastle United,1,0,H,2014-2015
Sunderland,Chelsea,0,0,D,2014-2015
Southampton,Manchester City,0,3,A,2014-2015
Tottenham Hotspur,Everton,2,1,H,2014-2015
Burnley,Newcastle United,1,1,D,2014-2015
Leicester City,Liverpool,1,3,A,2014-2015
Manchester United,Stoke City,2,1,H,2014-2015
Swansea City,Queens Park Rangers,2,0,H,2014-2015
Crystal Palace,Aston Villa,0,1,A,2014-2015
West Bromwich Albion,West Ham United,1,2,A,2014-2015
Arsenal,Southampton,1,0,H,2014-2015
Chelsea,Tottenham Hotspur,3,0,H,2014-2015
Everton,Hull City,1,1,D,2014-2015
Sunderland,Manchester City,1,4,A,2014-2015
Newcastle United,Chelsea,2,1,H,2014-2015
Hull City,West Bromwich Albion,0,0,D,2014-2015
Liverpool,Sunderland,0,0,D,2014-2015
Queens Park Rangers,Burnley,2,0,H,2014-2015
Stoke City,Arsenal,3,2,H,2014-2015
Tottenham Hotspur,Crystal Palace,0,0,D,2014-2015
Manchester City,Everton,1,0,H,2014-2015
West Ham United,Swansea City,3,1,H,2014-2015
Aston Villa,Leicester City,2,1,H,2014-2015
Southampton,Manchester United,1,2,A,2014-2015
Burnley,Southampton,1,0,H,2014-2015
Chelsea,Hull City,2,0,H,2014-2015
Crystal Palace,Stoke City,1,1,D,2014-2015
Leicester City,Manchester City,0,1,A,2014-2015
Sunderland,West Ham United,1,1,D,2014-2015
West Bromwich Albion,Aston Villa,1,0,H,2014-2015
Arsenal,Newcastle United,4,1,H,2014-2015
Manchester United,Liverpool,3,0,H,2014-2015
Swansea City,Tottenham Hotspur,1,2,A,2014-2015
Everton,Queens Park Rangers,3,1,H,2014-2015
Manchester City,Crystal Palace,3,0,H,2014-2015
Aston Villa,Manchester United,1,1,D,2014-2015
Hull City,Swansea City,0,1,A,2014-2015
Queens Park Rangers,West Bromwich Albion,3,2,H,2014-2015
Southampton,Everton,3,0,H,2014-2015
Tottenham Hotspur,Burnley,2,1,H,2014-2015
West Ham United,Leicester City,2,0,H,2014-2015
Newcastle United,Sunderland,0,1,A,2014-2015
Liverpool,Arsenal,2,2,D,2014-2015
Stoke City,Chelsea,0,2,A,2014-2015
Chelsea,West Ham United,2,0,H,2014-2015
Burnley,Liverpool,0,1,A,2014-2015
Crystal Palace,Southampton,1,3,A,2014-2015
Everton,Stoke City,0,1,A,2014-2015
